id,historico_id,serie_id,ano,estabelecimento,municipio,uf
2069,369,8,2014,"CENTRO EDUCACIONAL O MUNDO DE SOPHIA",NATAL,RN
2070,369,9,2015,"ESCOLA PRIMEIROS DEGRAUS",NATAL,RN
2071,369,10,2016," ESCOLA PRIMEIROS DEGRAUS",NATAL,RN
2072,369,11,2017,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2073,215,9,2016,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2074,370,6,2010,"SOCIEDADE EDUCADORA SÃO FRANCISCO",NATAL,RN
2075,370,7,2011," SOCIEDADE EDUCADORA SÃO FRANCISCO",NATAL,RN
2076,370,8,2012," SOCIEDADE EDUCADORA SÃO FRANCISCO",NATAL,RN
2077,370,9,2013,"CENTRO EDUCATIVO POTENGI",NATAL,RN
2078,370,10,2014,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2079,370,11,2015,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2080,370,12,2016," COLÉGIO CAMINHO DO SABER",NATAL,RN
2081,370,13,2017,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2082,370,14,2018," COLÉGIO CAMINHO DO SABER",NATAL,RN
2083,371,6,2010,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2084,371,7,2011," COLÉGIO CAMINHO DO SABER",NATAL,RN
2085,371,8,2012," COLÉGIO CAMINHO DO SABER",NATAL,RN
2086,371,9,2013," COLÉGIO CAMINHO DO SABER",NATAL,RN
2087,371,10,2014," COLÉGIO CAMINHO DO SABER",NATAL,RN
2088,371,11,2015," COLÉGIO CAMINHO DO SABER",NATAL,RN
2089,371,12,2016," COLÉGIO CAMINHO DO SABER",NATAL,RN
2090,371,13,2017,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2091,371,14,2018," COLÉGIO CAMINHO DO SABER",NATAL,RN
2092,372,6,2018," COLÉGIO CAMINHO DO SABER",NATAL,RN
2093,3,13,2015,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2094,3,14,2016,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2095,373,6,2013,"CENTRO EDUCATIVO POTENGI",NATAL,RN
2096,373,7,2014," CENTRO EDUCATIVO POTENGI",NATAL,RN
2097,373,8,2015," CENTRO EDUCATIVO POTENGI",NATAL,RN
2098,373,9,2016,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2099,373,10,2017,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2100,374,6,2010,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2101,374,7,2011,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2102,374,8,2012," COLÉGIO CAMINHO DO SABER",NATAL,RN
2103,374,9,2013,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2104,374,10,2014,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2105,374,11,2015,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2106,374,12,2016,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2107,374,13,2017,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2108,374,14,2018,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2109,376,6,2015,"GALILEU COLÉGIO E CURSO",NATAL,RN
2110,376,7,2016,"ESCOLA CLASSE 54 DE TAGUATINGA",TAGUATINGA,DF
2111,376,8,2017,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2112,376,9,2018,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2113,377,6,2018,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2114,378,6,2012,"COLÉGIO E CURSO OPÇÃO",NATAL,RN
2115,378,7,2013,"COLÉGIO E CURSO ABSOLUTO",NATAL,RN
2116,378,8,2014,"COLÉGIO E CURSO ABSOLUTO","NATAL ",RN
2117,378,9,2015,"COLÉGIO E CURSO ABSOLUTO",NATAL,RN
2118,378,10,2016,"COLÉGIO E CURSO ABSOLUTO",NATAL,RN
2119,378,11,2017,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2120,378,12,2018,"COLÉGIO CAMINHO DO SABER","NATAL ",RN
2121,379,6,2010,"JARDIM ESCOLA CASINHA FELIZ",NATAL,RN
2122,379,7,2011,"COLÉGIO E CURSO OPÇÃO",NATAL,RN
2123,379,8,2012,"COLÉGIO E CURSO OPÇÃO",NATAL,RN
2124,379,9,2013,"COLÉGIO E CURSO ABSOLUTO",NATAL,RN
2125,379,10,2014,"COLÉGIO E CURSO ABSOLUTO",NATAL,RN
2126,379,11,2015,"COLÉGIO E CURSO ABSOLUTO",NATAL,RN
2127,379,12,2016,"COLÉGIO E CURSO ABSOLUTO","NATAL ",RN
2128,379,13,2017,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2129,379,14,2018,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2130,380,6,2013,"CENTRO EDUCATIVO POTENGI",NATAL,RN
2131,380,7,2014,"CENTRO EDUCATIVO POTENGI",NATAL,RN
2132,380,8,2015,"CENTRO EDUCATIVO POTENGI",NATAL,RN
2133,380,9,2016,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2134,380,10,2017,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2135,380,11,2018,"COLÉGIO CAMINHO DO SABER","NATAL ",RN
2136,381,6,2016,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2137,381,7,2017,"COLÉGIO CAMINHO DO SABER","NATAL ",RN
2138,381,8,2018,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2139,382,6,2007,"ESCOLA E. ESTUDANTE JOSÉ FRANCISCO FILHO","POÇO BRANCO",RN
2140,382,7,2008," ESCOLA E. ESTUDANTE JOSÉ FRANCISCO FILHO","POÇO BRANCO",RN
2141,382,8,2009," ESCOLA E. ESTUDANTE JOSÉ FRANCISCO FILHO","POÇO BRANCO",RN
2142,382,9,2010," ESCOLA E. ESTUDANTE JOSÉ FRANCISCO FILHO","POÇO BRANCO",RN
2143,382,10,2011," ESCOLA E. ESTUDANTE JOSÉ FRANCISCO FILHO","POÇO BRANCO",RN
2144,382,11,2012," ESCOLA E. ESTUDANTE JOSÉ FRANCISCO FILHO","POÇO BRANCO",RN
2145,382,12,2013," ESCOLA E. ESTUDANTE JOSÉ FRANCISCO FILHO","POÇO BRANCO",RN
2146,382,13,2014,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2147,382,14,2015," COLÉGIO CAMINHO DO SABER",NATAL,RN
2148,382,15,2016," COLÉGIO CAMINHO DO SABER",NATAL,RN
2149,382,16,2017,"	 COLÉGIO CAMINHO DO SABER",NATAL,RN
2150,382,17,2018," COLÉGIO CAMINHO DO SABER",NATAL,RN
2151,375,6,2016,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2152,375,7,2017,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2153,375,8,2018," COLÉGIO CAMINHO DO SABER",NATAL,RN
2154,383,6,2004,"COLÉGIO FERREIRA BRANDÃO",NATAL,RN
2155,383,7,2005,"COLÉGIO FERREIRA BRANDÃO",NATAL,RN
2156,383,8,2006,"COLÉGIO FERREIRA BRANDÃO",NATAL,RN
2157,383,9,2007,"COLÉGIO FERREIRA BRANDÃO",NATAL,RN
2158,383,10,2008,"COLÉGIO FERREIRA BRANDÃO",NATAL,RN
2159,383,11,2009,"COLÉGIO FERREIRA BRANDÃO",NATAL,RN
2160,383,12,2010,"COLÉGIO FERREIRA BRANDÃO",NATAL,RN
2161,383,13,2011,"COLÉGIO FERREIRA BRANDÃO",NATAL,RN
2162,383,14,2012,"COLÉGIO FERREIRA BRANDÃO",NATAL,RN
2163,383,15,2014,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2164,383,16,2016,"	 COLÉGIO CAMINHO DO SABER",NATAL,RN
2165,384,6,2011,"COLÉGIO OPERACIONAL",NATAL,RN
2166,384,7,2012,"COLÉGIO OPERACIONAL",NATAL,RN
2167,384,8,2013,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2168,385,6,2012,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2169,385,7,2013,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2170,385,8,2014,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2171,385,9,2015,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2172,385,10,2O16,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2173,385,11,2017,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2174,388,6,2010,"ESCOLA PRIMEIROS DEGRAUS",NATAL,RN
2175,388,7,2011,"ESCOLA PRIMEIROS DEGRAUS",NATAL,RN
2176,388,8,2012,"ESCOLA PRIMEIROS DEGRAUS",NATAL,RN
2177,388,9,2013,"ESCOLA PRIMEIROS DEGRAUS",NATAL,RN
2178,388,10,2014,"ESCOLA PRIMEIROS DEGRAUS",NATAL,RN
2179,388,11,2015,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2180,388,12,2016,"	 COLÉGIO CAMINHO DO SABER",NATAL,RN
2181,388,13,2017,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2182,388,14,2018,"	 COLÉGIO CAMINHO DO SABER",NATAL,RN
2183,392,6,2012,"INSTITUTO DIMENSIONAL EDUCRIARTE",NATAL,RN
2184,392,7,2013,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2185,395,6,2017,"ESCOLA CRISTO REI",NATAL,RN
2186,396,6,2011,"JARDIM ESCOLA MENINO JESUS DE PRAGA",NATAL,RN
2187,396,7,2012,"JARDIM ESCOLA MENINO JESUS DE PRAGA",NATAL,RN
2188,396,8,2013,"COLÉGIO EVOLUÇÃO DE NATAL",NATAL,RN
2189,396,9,2014,"COLÉGIO EVOLUÇÃO DE NATAL",NATAL,RN
2190,396,10,2015,"COLÉGIO EVOLUÇÃO DE NATAL",NATAL,RN
2191,396,11,2016,"COLÉGIO CAMINHO DO SABER","NATAL ",RN
2192,396,12,2017,"COLÉGIO CAMINHO DO SABER","NATAL ",RN
2193,397,6,2013,"ESCOLA PRIMEIROS DEGRAUS",NATAL,RN
2194,397,7,2014," ESCOLA PRIMEIROS DEGRAUS",NATAL,RN
2195,397,8,2015," ESCOLA PRIMEIROS DEGRAUS",NATAL,RN
2196,397,9,2016," ESCOLA PRIMEIROS DEGRAUS",NATAL,RN
2197,397,10,2017,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2198,386,6,2011,"CENTRO DE ENSINO NEUZANA",NATAL,RN
2199,386,7,2012,"CENTRO DE ENSINO NEUZANA",NATAL,RN
2200,386,8,2013,"CENTRO DE ENSINO NEUZANA",NATAL,RN
2201,386,9,2014,"CENTRO EDUCACIONAL NOVA VISÃO",NATAL,RN
2202,398,6,2012,"CENTRO DE ENSINO NEUZANA",NATAL,RN
2203,386,10,2015,"CENTRO EDUCACIONAL NOVA VISÃO",NATAL,RN
2204,386,11,2016,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2205,398,7,2013,"CENTRO DE ENSINO NEUZANA",NATAL,RN
2206,386,12,2017,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2207,386,13,2018,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2208,398,8,2014,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2209,398,9,2015," COLÉGIO CAMINHO DO SABER",NATAL,RN
2210,398,10,2016," COLÉGIO CAMINHO DO SABER",NATAL,RN
2211,398,11,2017,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2212,398,12,2018," COLÉGIO CAMINHO DO SABER","NATAL ",RN
2213,395,7,2018,"COLÉGIO CAMINHO DO SABER","NATAL ",RN
2214,397,11,2018,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2215,310,10,2012,"CENTRO DE ENSINO NEUZANA",NATAL,RN
2216,310,11,2013,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2217,310,12,2014,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2218,310,13,2015,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2219,310,14,2016,"	 COLÉGIO CAMINHO DO SABER",NATAL,RN
2220,399,6,2009,"INTELECTUAL COLÉGIO E CURSO",NATAL,RN
2221,399,7,2010,"COLÉGIO DEGRAUS DO SABER",NATAL,RN
2222,399,8,2011,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2223,399,9,2012,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2224,399,10,2013,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2225,400,6,2009,"CENTRO EDUCACIONAL VISTA VERDE",NATAL,RN
2226,400,7,2011,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2227,400,8,2012," COLÉGIO CAMINHO DO SABER",NATAL,RN
2228,400,9,2013,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2229,400,10,2014,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2230,400,11,2015,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2231,400,12,2016," COLÉGIO CAMINHO DO SABER",NATAL,RN
2232,400,13,2017,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2233,400,14,2018," COLÉGIO CAMINHO DO SABER",NATAL,RN
2234,401,6,2014,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2235,401,7,2015,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2236,401,8,2016," COLÉGIO CAMINHO DO SABER",NATAL,RN
2237,402,6,2006,"JARDIM ESCOLA O PAIS DAS LETRAS",NATAL,RN
2238,402,7,2007,"CENTRO EDUCATIVO POTENGI",NATAL,RN
2239,402,8,2008,"CENTRO EDUCATIVO POTENGI",NATAL,RN
2240,402,9,2009,"CENTRO EDUCATIVO POTENGI",NATAL,RN
2241,402,10,2010,"CENTRO EDUCATIVO POTENGI",NATAL,RN
2242,402,11,2011,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2243,402,12,2013,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2244,402,13,2014,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2245,402,14,2015,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2246,402,15,2016,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2247,402,16,2017,"	 COLÉGIO CAMINHO DO SABER",NATAL,RN
2248,402,17,2018," COLÉGIO CAMINHO DO SABER",NATAL,RN
2249,406,6,2009,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2250,406,7,2010,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2251,408,6,2009,"JARDIM ESCOLA MENINO JESUS DE PRAGA",NATAL,RN
2252,408,7,2010,"JARDIM ESCOLA MENINO JESUS DE PRAGA",NATAL,RN
2253,408,8,2011,"JARDIM ESCOLA MENINO JESUS DE PRAGA",NATAL,RN
2254,408,9,2012,"JARDIM ESCOLA MENINO JESUS DE PRAGA",NATAL,RN
2255,408,10,2013,"COLÉGIO ENCANTO I",NATAL,RN
2256,408,11,2014,"COLÉGIO ENCANTO I",NATAL,RN
2257,408,12,2015,"COLÉGIO CAMINHO DO SABER","NATAL ",RN
2258,408,13,2016,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2259,408,14,2017,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2260,408,15,2018,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2261,409,6,2012,"JARDIM ESCOLA A ESTRELINHA",NATAL,RN
2262,409,7,2013,"JARDIM ESCOLA A ESTRELINHA",NATAL,RN
2263,409,8,2014,"JARDIM ESCOLA A ESTRELINHA",NATAL,RN
2264,409,9,2015,"JARDIM ESCOLA A ESTRELINHA",NATAL,RN
2265,409,10,2016,"JARDIM ESCOLA A ESTRELINHA",NATAL,RN
2266,409,11,2017,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2267,410,6,2007,"JARDIM ESCOLA A ESTRELINHA",NATAL,RN
2268,410,7,2008,"JARDIM ESCOLA A ESTRELINHA",NATAL,RN
2269,410,8,2009,"JARDIM ESCOLA A ESTRELINHA",NATAL,RN
2270,410,9,2010,"JARDIM ESCOLA A ESTRELINHA",NATAL,RN
2271,410,10,2011,"JARDIM ESCOLA A ESTRELINHA",NATAL,RN
2272,410,11,2012,"COLÉGIO CAMINHO DO SABER","NATAL ",RN
2273,410,12,2013,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2274,410,13,2014,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2275,410,14,2015,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2276,410,15,2016,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2277,410,16,2017,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2278,410,17,2018,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2279,411,6,2006,"ESCOLA PRIMEIROS DEGRAUS",NATAL,RN
2280,411,7,2007,"ESCOLA PRIMEIROS DEGRAUS",NATAL,RN
2281,411,8,2008,"ESCOLA PRIMEIROS DEGRAUS",NATAL,RN
2282,411,9,2009,"ESCOLA PRIMEIROS DEGRAUS",NATAL,RN
2283,411,10,2010,"ESCOLA PRIMEIROS DEGRAUS",NATAL,RN
2284,411,11,2011,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2285,411,12,2012,"COLÉGIO CAMINHO DO SABER","NATAL ",RN
2286,411,13,2014,"COLÉGIO CAMINHO DO SABER","NATAL ",RN
2287,411,14,2015,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2288,411,15,2016,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2289,411,16,2017,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2290,411,17,2018,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2291,412,6,2007,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2292,412,7,2008,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2293,412,8,2009," COLÉGIO CAMINHO DO SABER",NATAL,RN
2294,412,9,2010,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2295,412,10,2011,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2296,412,11,2012,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2297,412,12,2013,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2298,412,13,2014,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2299,412,14,2015," COLÉGIO CAMINHO DO SABER",NATAL,RN
2300,412,15,2016," COLÉGIO CAMINHO DO SABER",NATAL,RN
2301,412,16,2017," COLÉGIO CAMINHO DO SABER",NATAL,RN
2302,412,17,2018," COLÉGIO CAMINHO DO SABER",NATAL,RN
2303,413,6,2007,"ESCOLA PRIMEIROS DEGRAUS",NATAL,RN
2304,413,7,2008,"JARDIM ESCOLA BABY DISNEY",NATAL,RN
2305,413,8,2009,"JARDIM ESCOLA BABY DISNEY",NATAL,RN
2306,413,9,2010,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2307,413,10,2011,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2308,413,11,2012,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2309,413,12,2013,"COLÉGIO CAMINHO DO SABER","NATAL ",RN
2310,413,13,2014,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2311,413,14,2015,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2312,414,6,2007,"CENTRO EDUCATIVO POTENGI",NATAL,RN
2313,414,7,2008," CENTRO EDUCATIVO POTENGI",NATAL,RN
2314,414,8,2009," CENTRO EDUCATIVO POTENGI",NATAL,RN
2315,414,9,2010," CENTRO EDUCATIVO POTENGI",NATAL,RN
2316,414,10,2011," CENTRO EDUCATIVO POTENGI",NATAL,RN
2317,414,11,2012,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2318,414,12,2013," COLÉGIO CAMINHO DO SABER",NATAL,RN
2319,414,13,2014,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2320,414,14,2015," COLÉGIO CAMINHO DO SABER",NATAL,RN
2321,414,15,2016," COLÉGIO CAMINHO DO SABER",NATAL,RN
2322,414,16,2017,"	 COLÉGIO CAMINHO DO SABER",NATAL,RN
2323,414,17,2018," COLÉGIO CAMINHO DO SABER",NATAL,RN
2324,415,6,2007,"JARDIM ESCOLA MENINO JESUS DE PRAGA",NATAL,RN
2325,415,7,2008,"JARDIM ESCOLA MENINO JESUS DE PRAGA",NATAL,RN
2326,415,8,2009,"JARDIM ESCOLA MENINO JESUS DE PRAGA",NATAL,RN
2327,415,9,2010,"MUNDIAL COLÉGIO E CURSO",NATAL,RN
2328,415,10,2011,"MUNDIAL COLÉGIO E CURSO",NATAL,RN
2329,415,11,2012,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2330,416,6,2007,"CENTRO EDUCACIONAL PARTICIPAÇÃO",NATAL,RN
2331,416,7,2008," CENTRO EDUCACIONAL PARTICIPAÇÃO",NATAL,RN
2332,416,8,2009,"CENTRO EDUCACIONAL FLORES DE MARIA",NATAL,RN
2333,416,9,2010,"CENTRO EDUCACIONAL FLORES DE MARIA",NATAL,RN
2334,416,10,2011,"CENTRO EDUCACIONAL FLORES DE MARIA",NATAL,RN
2335,416,11,2012,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2336,416,12,2013," COLÉGIO CAMINHO DO SABER",NATAL,RN
2337,416,13,2014,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2338,416,14,2015,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2339,416,15,2016," COLÉGIO CAMINHO DO SABER",NATAL,RN
2340,416,16,2017,"	 COLÉGIO CAMINHO DO SABER",NATAL,RN
2341,416,17,2018," COLÉGIO CAMINHO DO SABER",NATAL,RN
2342,417,6,2007,"ESCOLA PARTICIPATIVA",NATAL,RN
2343,417,7,2008,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2344,417,8,2009," COLÉGIO CAMINHO DO SABER",NATAL,RN
2345,417,9,2010,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2346,417,10,2011,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2347,417,11,2012,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2348,417,12,2013," COLÉGIO CAMINHO DO SABER",NATAL,RN
2349,417,13,2014,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2350,417,14,2015,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2351,419,6,2012,"CENTRO EDUCATIVO POTENGI",NATAL,RN
2352,419,7,2013,"CENTRO EDUCATIVO POTENGI",NATAL,RN
2353,419,8,2014,"CENTRO EDUCATIVO POTENGI",NATAL,RN
2354,419,9,2015,"CENTRO EDUCATIVO POTENGI",NATAL,RN
2355,419,10,2016,"ESCOLA MUNICIPAL EMÍLIA RAMOS",NATAL,RN
2356,419,11,2017,"ESCOLA NATALENSE DE EDUCAÇÃO E CULTURA",NATAL,RN
2357,419,12,2018,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2358,421,6,2014,"CENTRO EDUCATIVO POTENGI",NATAL,RN
2359,421,7,2015,"CENTRO EDUCATIVO POTENGI",NATAL,RN
2360,421,8,2016,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2361,421,9,2017,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2362,421,10,2018,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2363,423,6,2010,"JARDIM ESCOLA CASINHA FELIZ",NATAL,RN
2364,423,7,2011,"JARDIM ESCOLA CASINHA FELIZ",NATAL,RN
2365,423,8,2012,"JARDIM ESCOLA CASINHA FELIZ",NATAL,RN
2366,423,9,2013,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2367,423,10,2015,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2368,423,11,2016,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2369,423,12,2017," COLÉGIO CAMINHO DO SABER",NATAL,RN
2370,424,6,2007,"CENTRO DE ENSINO NEUZANA",NATAL,RN
2371,424,7,2008,"CENTRO DE ENSINO NEUZANA",NATAL,RN
2372,424,8,2009,"CENTRO DE ENSINO NEUZANA",NATAL,RN
2373,424,9,2010,"CENTRO DE ENSINO NEUZANA",NATAL,RN
2374,424,10,2011,"CENTRO DE ENSINO NEUZANA",NATAL,RN
2375,424,11,2012,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2376,424,12,2014," COLÉGIO CAMINHO DO SABER",NATAL,RN
2377,424,13,2015,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2378,415,12,2013,"COLÉGIO DEGRAUS DO SABER ",NATAL,RN
2379,415,13,2014,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2380,415,14,2015,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2381,415,15,2016,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2382,415,16,2017,"	 COLÉGIO CAMINHO DO SABER",NATAL,RN
2383,415,17,2018," COLÉGIO CAMINHO DO SABER",NATAL,RN
2384,425,6,2018,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2385,426,6,2013,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2386,426,7,2014,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2387,426,8,2015,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2388,426,9,2016,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2389,426,10,2017,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2390,426,11,2018,"COLÉGIO CAMINHO DO SABER","NATAL ",RN
2391,427,6,2010,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2392,427,7,2011,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2393,427,8,2012," COLÉGIO CAMINHO DO SABER",NATAL,RN
2394,427,9,2013,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2395,428,6,2011,"CENTRO DE ENSINO NEUZANA",NATAL,RN
2396,428,7,2012,"CENTRO DE ENSINO NEUZANA",NATAL,RN
2397,428,8,2013,"CENTRO DE ENSINO NEUZANA",NATAL,RN
2398,428,9,2014,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2399,428,10,2015,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2400,428,11,2016,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2401,429,6,2015,"ESCOLA LAURA VICUÑA",NATAL,RN
2402,429,7,2016,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2403,430,6,2006,"CENTRO DE APRENDIZAGEM",NATAL,RN
2404,430,7,2007," CENTRO DE APRENDIZAGEM",NATAL,RN
2405,430,8,2008," CENTRO DE APRENDIZAGEM",NATAL,RN
2406,430,9,2009," CENTRO DE APRENDIZAGEM",NATAL,RN
2407,430,10,2010,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2408,430,11,2011,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2409,430,12,2012," COLÉGIO CAMINHO DO SABER",NATAL,RN
2410,431,6,2011,"ESCOLA M. PRESIDENTE CASTELO BRANCO","CURRAIS NOVOS",RN
2411,431,7,2012,"ESCOLA M. PRESIDENTE CASTELO BRANCO","CURRAIS NOVOS",RN
2412,431,8,2013,"ESCOLA M. PRESIDENTE CASTELO BRANCO","CURRAIS NOVOS",RN
2413,431,9,2015,"ESCOLA M. PRESIDENTE CASTELO BRANCO","CURRAIS NOVOS",RN
2414,431,10,2016,"ESCOLA M. PRESIDENTE CASTELO BRANCO","CURRAIS NOVOS",RN
2415,431,11,2018,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2416,432,6,2018,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2417,413,15,2016,"COLÉGIO CAMINHO DO SABER",NATAL,RN
2418,413,16,2017,"	 COLÉGIO CAMINHO DO SABER",NATAL,RN
2419,413,17,2018," COLÉGIO CAMINHO DO SABER",NATAL,RN
2420,433,7,2003,"COLÉGIO DECISÃO",NATAL,RN
2421,433,8,2004,"CENTRO EDUCACIONAL SANTO AGOSTINHO",NATAL,RN
2422,433,9,2005," CENTRO EDUCACIONAL SANTO AGOSTINHO",NATAL,RN
