id,historico_id,totais,n1_ano,n2_ano,n3_ano,n4_ano,n5_ano,n6_ano,n7_ano,n8_ano,n9_ano,n1_serie,n2_serie,n3_serie
2337,361,"Dias Letivos",-,-,-,-,-,-,-,-,200,200,-,-
2338,361,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-
2339,361,Frequência,-,-,-,-,-,-,-,-,76%,81%,-,-
2340,361,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,REP,-,-
2344,362,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
2345,362,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
2346,362,Frequência,98%,98%,99%,97%,98%,99%,98%,100%,100%,-,-,-
2347,362,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
2351,363,"Dias Letivos",-,200,200,200,20,200,200,200,200,200,200,200
2352,363,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
2353,363,Frequência,-,-,-,-,-,-,97%,99%,99%,99%,97%,96%
2354,363,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
2358,364,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
2359,364,"Carga Horária",1000,1000,1000,-,-,-,-,-,-,-,-,-
2360,364,Frequência,100%,95%,93%,-,-,-,-,-,-,-,-,-
2361,364,"Resultado Final",AP,AP,AP,-,-,-,-,-,-,-,-,-
2365,365,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,-
2366,365,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-
2367,365,Frequência,-,97%,98%,95%,98%,91%,95%,98%,99%,98%,98%,-
2368,365,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,-
2372,366,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
2373,366,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
2374,366,Frequência,-,100%,90%,90%,96%,97%,100%,99%,25%,-,-,-
2375,366,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,TRAN,-,-,-
2376,367,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
2377,367,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
2378,367,Frequência,100%,-,-,-,-,-,-,-,-,-,-,-
2379,367,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
2383,368,"Dias Letivos",200,200,-,-,-,-,-,-,-,-,-,-
2384,368,"Carga Horária",1000,1000,-,-,-,-,-,-,-,-,-,-
2385,368,Frequência,100%,100%,-,-,-,-,-,-,-,-,-,-
2386,368,"Resultado Final",AP,AP,-,-,-,-,-,-,-,-,-,-
2390,369,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
2391,369,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
2392,369,Frequência,-,-,-,-,-,98%,-,-,-,-,-,-
2393,369,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
2397,370,"Dias Letivos",-,200,200,200,200,200,200,200,200,-,-,-
2398,370,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
2399,370,Frequência,-,-,-,-,99%,99%,100%,100%,100%,-,-,-
2400,370,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
2404,371,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
2405,371,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
2406,371,Frequência,98%,98%,97%,100%,100%,100%,99%,98%,98%,-,-,-
2407,371,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
2411,372,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
2412,372,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
2413,372,Frequência,100%,-,-,-,-,-,-,-,-,-,-,-
2414,372,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
2418,373,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
2419,373,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
2420,373,Frequência,-,-,-,99%,99%,-,-,-,-,-,-,-
2421,373,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
2425,374,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
2426,374,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
2427,374,Frequência,98%,92%,95%,100%,99%,99%,98%,97%,97%,-,-,-
2428,374,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
2432,375,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
2433,375,"Carga Horária",1000,1000,1000,-,-,-,-,-,-,-,-,-
2434,375,Frequência,100%,95%,98%,-,-,-,-,-,-,-,-,-
2435,375,"Resultado Final",AP,AP,AP,-,-,-,-,-,-,-,-,-
2439,376,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
2440,376,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
2441,376,Frequência,100%,97%,100%,98%,100%,89%,95%,-,-,-,-,-
2442,376,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
2446,377,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
2447,377,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
2448,377,Frequência,100%,-,-,-,-,-,-,-,-,-,-,-
2449,377,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
2453,378,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
2454,378,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
2455,378,Frequência,100%,91%,90%,90%,95%,98%,98%,-,-,-,-,-
2456,378,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
2460,379,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
2461,379,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
2462,379,Frequência,95%,100%,99%,96%,95%,92%,97%,99%,97%,-,-,-
2463,379,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
2467,380,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
2468,380,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
2469,380,Frequência,-,-,-,100%,100%,95%,-,-,-,-,-,-
2470,380,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
2474,381,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
2475,381,"Carga Horária",1000,1000,1000,-,-,-,-,-,-,-,-,-
2476,381,Frequência,100%,98%,99%,-,-,-,-,-,-,-,-,-
2477,381,"Resultado Final",AP,AP,AP,-,-,-,-,-,-,-,-,-
2481,382,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
2482,382,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
2483,382,Frequência,100%,98%,99%,98%,90%,-,-,99%,100%,100%,99%,99%
2484,382,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
2488,383,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,-
2489,383,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-
2490,383,Frequência,96%,98%,96%,96%,98%,92%,97%,98%,98%,80%,85%,-
2491,383,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,-
2495,384,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
2496,384,"Carga Horária",1000,1000,1000,-,-,-,-,-,-,-,-,-
2497,384,Frequência,-,-,100%,-,-,-,-,-,-,-,-,-
2498,384,"Resultado Final",AP,AP,AP,-,-,-,-,-,-,-,-,-
2502,385,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
2503,385,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
2504,385,Frequência,95%,100%,100%,100%,100%,98%,-,-,-,-,-,-
2505,385,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
2509,386,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
2510,386,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1040,1040,1040
2511,386,Frequência,95%,94%,98%,95%,96%,98%,98%,93%,-,96%,84%,90%
2512,386,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
2516,387,"Dias Letivos",-,-,-,-,-,-,-,-,-,-,-,-
2517,387,"Carga Horária",-,-,-,-,-,-,-,-,-,-,-,-
2518,387,"Frequência %",-,-,-,-,-,-,-,-,-,-,-,-
2519,387,"Resultado Final",-,-,-,-,-,-,-,-,-,-,-,-
2523,388,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
2524,388,"Carga Horária",900,900,900,900,900,1000,1000,1000,1000,-,-,-
2525,388,Frequência,-,-,-,-,-,98%,99%,96%,98%,-,-,-
2526,388,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
2530,389,"Dias Letivos",-,-,-,-,-,-,-,-,-,-,-,-
2531,389,"Carga Horária",-,-,-,-,-,-,-,-,-,-,-,-
2532,389,"Frequência %",-,-,-,-,-,-,-,-,-,-,-,-
2533,389,"Resultado Final",-,-,-,-,-,-,-,-,-,-,-,-
2537,390,"Dias Letivos",200,200,200,200,-,-,-,-,-,-,-,-
2538,390,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
2539,390,Frequência,-,-,-,-,100%,-,-,-,-,-,-,-
2544,391,"Dias Letivos",-,-,-,-,-,-,-,-,-,-,-,-
2545,391,"Carga Horária",-,-,-,-,-,-,-,-,-,-,-,-
2546,391,"Frequência %",-,-,-,-,-,-,-,-,-,-,-,-
2547,391,"Resultado Final",-,-,-,-,-,-,-,-,-,-,-,-
2551,392,"Dias Letivos",200,200,-,-,-,-,-,-,-,-,-,-
2552,392,"Carga Horária",1000,1000,-,-,-,-,-,-,-,-,-,-
2553,392,Frequência,96%,100%,-,-,-,-,-,-,-,-,-,-
2554,392,"Resultado Final",AP,AP,-,-,-,-,-,-,-,-,-,-
2558,393,"Dias Letivos",-,-,-,-,-,-,-,-,-,-,-,-
2559,393,"Carga Horária",-,-,-,-,-,-,-,-,-,-,-,-
2560,393,"Frequência %",-,-,-,-,-,-,-,-,-,-,-,-
2561,393,"Resultado Final",-,-,-,-,-,-,-,-,-,-,-,-
2565,394,"Dias Letivos",-,-,-,-,-,-,-,-,-,-,-,-
2566,394,"Carga Horária",-,-,-,-,-,-,-,-,-,-,-,-
2567,394,"Frequência %",-,-,-,-,-,-,-,-,-,-,-,-
2568,394,"Resultado Final",-,-,-,-,-,-,-,-,-,-,-,-
2572,395,"Dias Letivos",200,200,-,-,-,-,-,-,-,-,-,-
2573,395,"Carga Horária",1000,1000,-,-,-,-,-,-,-,-,-,-
2574,395,Frequência,-,100%,-,-,-,-,-,-,-,-,-,-
2579,396,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
2580,396,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
2581,396,Frequência,-,-,98%,98%,99%,100%,96%,-,-,-,-,-
2582,396,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
2586,397,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
2587,397,"Carga Horária",900,900,900,900,1000,1000,1000,1000,1000,-,-,-
2588,397,Frequência,-,-,-,-,100%,96%,75%,75%,97%,-,-,-
2589,397,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
2593,398,"Dias Letivos","200 ",200,200,200,200,200,200,-,-,-,-,-
2594,398,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
2595,398,Frequência,98%,97%,100%,100%,97%,97%,97%,-,-,-,-,-
2596,398,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
2600,395,"Resultado Final",AP,AP,-,,,,,,,,,
2601,399,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
2602,399,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
2603,399,Frequência,97%,92%,87%,91%,95%,-,-,-,-,-,-,-
2604,399,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
2608,400,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
2609,400,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
2610,400,Frequência,87%,97%,95%,100%,99%,100%,98%,99%,98%,-,-,-
2611,400,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
2615,401,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
2616,401,"Carga Horária",1000,1000,1000,-,-,-,-,-,-,-,-,-
2617,401,Frequência,100%,99%,99%,-,-,-,-,-,-,-,-,-
2618,401,"Resultado Final",AP,AP,AP,-,-,-,-,-,-,-,-,-
2622,402,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
2623,402,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1040,1040,1040
2624,402,Frequência,-,-,-,-,-,90%,92%,90%,98%,88%,89%,86%
2625,402,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
2629,406,"Dias Letivos",200,200,-,-,-,-,-,-,-,-,-,-
2630,406,"Carga Horária",1000,1000,-,-,-,-,-,-,-,-,-,-
2631,406,Frequência,99%,95%,-,-,-,-,-,-,-,-,-,-
2632,406,"Resultado Final",AP,AP,-,-,-,-,-,-,-,-,-,-
2636,407,"Dias Letivos",-,-,-,-,-,-,-,-,-,-,-,-
2637,407,"Carga Horária",-,-,-,-,-,-,-,-,-,-,-,-
2638,407,"Frequência %",-,-,-,-,-,-,-,-,-,-,-,-
2639,407,"Resultado Final",-,-,-,-,-,-,-,-,-,-,-,-
2643,408,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,-,-
2644,408,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1040,-,-
2645,408,Frequência,%,%,%,%,99%,99%,100%,100%,99%,77%,-,-
2646,408,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,REP,-,-
2650,409,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
2651,409,"Carga Horária",-,-,-,-,-,1000,-,-,-,-,-,-
2652,409,Frequência,-,-,-,-,-,98%,-,-,-,-,-,-
2653,409,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
2657,410,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
2658,410,"Carga Horária",-,-,-,-,-,1000,1000,1000,1000,1040,1040,1040
2659,410,Frequência,-,-,-,-,-,100%,99%,99%,98%,98%,94%,93%
2660,410,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
2664,411,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
2665,411,"Carga Horária",900,900,900,900,900,1000,1000,1000,1000,1040,1040,1040
2666,411,Frequência,-,-,-,-,-,99%,98%,99%,100%,99%,99%,97%
2667,411,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
2671,412,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
2672,412,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1040,1040,1040
2673,412,Frequência,97%,92%,99%,97%,98%,99%,98%,99%,99%,92%,96%,78%
2674,412,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
2678,413,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
2679,413,"Carga Horária",900,900,900,1000,1000,1000,1000,1000,1000,1040,1040,1040
2680,413,Frequência,-,-,-,100%,87%,99%,95%,95%,97%,96%,97%,95%
2681,413,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
2685,414,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
2686,414,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1040,1040,1040
2687,414,Frequência,-,-,-,-,-,98%,98%,94%,98%,92%,89%,92%
2688,414,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
2692,415,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
2693,415,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1040,1040,1040
2694,415,Frequência,,-,-,99%,99%,91%,92%,97%,99%,99%,98%,99%
2695,415,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
2699,416,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
2700,416,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1040,1040,1040
2701,416,Frequência,,-,-,-,-,99%,98%,99%,99%,95%,96%,95%
2702,416,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
2706,417,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
2707,417,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
2708,417,Frequência,85%,93%,99%,97%,98%,98%,99%,99%,99%,-,-,-
2709,417,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
2713,418,"Dias Letivos",-,-,-,-,-,-,-,-,-,-,-,-
2714,418,"Carga Horária",-,-,-,-,-,-,-,-,-,-,-,-
2715,418,"Frequência %",-,-,-,-,-,-,-,-,-,-,-,-
2716,418,"Resultado Final",-,-,-,-,-,-,-,-,-,-,-,-
2720,419,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
2721,419,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
2722,419,Frequência,-,-,-,-,98%,100%,97%,-,-,-,-,-
2723,419,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
2727,420,"Dias Letivos",-,-,-,-,-,-,-,-,-,-,-,-
2728,420,"Carga Horária",-,-,-,-,-,-,-,-,-,-,-,-
2729,420,"Frequência %",-,-,-,-,-,-,-,-,-,-,-,-
2730,420,"Resultado Final",-,-,-,-,-,-,-,-,-,-,-,-
2734,421,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
2735,421,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
2736,421,Frequência,-,-,100%,98%,99%,-,-,-,-,-,-,-
2737,421,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
2741,422,"Dias Letivos",-,-,-,-,-,-,-,-,-,-,-,-
2742,422,"Carga Horária",-,-,-,-,-,-,-,-,-,-,-,-
2743,422,"Frequência %",-,-,-,-,-,-,-,-,-,-,-,-
2744,422,"Resultado Final",-,-,-,-,-,-,-,-,-,-,-,-
2748,423,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
2749,423,"Carga Horária",1000,1000,1000,1000,1000,1040,1040,-,-,-,-,-
2750,423,Frequência,90%,90%,90%,100%,100%,99%,94%,-,-,-,-,-
2751,423,"Resultado Final",AP,AP,AP,AP,AP,AP,REP,-,-,-,-,-
2755,424,"Dias Letivos",200,200,200,200,200,200,200,200,-,-,-,-
2756,424,"Carga Horária",1000,1000,1000,1000,1000,1040,1040,1040,-,-,-,-
2757,424,Frequência,92%,95%,96%,95%,92%,99%,99%,98%,-,-,-,-
2758,424,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,REP,-,-,-,-
2762,425,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
2763,425,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
2764,425,Frequência,100%,-,-,-,-,-,-,-,-,-,-,-
2765,425,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
2769,426,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
2770,426,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
2771,426,"Dias Letivos",100%,100%,95%,91%,88%,93%,-,-,-,-,-,-
2772,426,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
2776,427,"Dias Letivos",200,200,200,200,-,-,-,-,-,-,-,-
2777,427,"Carga Horária",1000,1000,1000,1000,-,-,-,-,-,-,-,-
2778,427,Frequência,93%,98%,95%,96%,-,-,-,-,-,-,-,-
2779,427,"Resultado Final",AP,AP,AP,AP,-,-,-,-,-,-,-,-
2783,428,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
2784,428,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
2785,428,Frequência,98%,95%,94%,100%,100%,100%,-,-,-,-,-,-
2786,428,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
2790,429,"Dias Letivos",200,200,-,-,-,-,-,-,-,-,-,-
2791,429,"Carga Horária",1000,1000,-,-,-,-,-,-,-,-,-,-
2792,429,Frequência,-,99%,-,-,-,-,-,-,-,-,-,-
2793,429,"Resultado Final",AP,AP,-,-,-,-,-,-,-,-,-,-
2797,430,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
2798,430,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
2799,430,Frequência,87%,86%,88%,98%,95%,96%,95%,-,-,-,-,-
2800,430,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
2804,431,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
2805,431,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
2806,431,Frequência,95%,84%,93%,95%,91%,95%,-,-,-,-,-,-
2807,431,"Resultado Final",AP,AP,AP,AP,AP,RP,-,-,-,-,-,-
2811,432,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
2812,432,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
2813,432,Frequência,100%,-,-,-,-,-,-,-,-,-,-,-
2814,432,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
2818,433,"Dias Letivos",-,200,200,200,200,200,200,200,200,200,200,200
2819,433,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
2820,433,Frequência,-,98%,98%,99%,98%,99%,100%,98%,99%,96%,97%,99%
2821,433,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
2825,434,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
2826,434,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
2827,434,Frequência,93%,85%,75%,78%,82%,88%,76%,-,-,-,-,-
2828,434,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
2832,435,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
2833,435,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
2834,435,Frequência,88%,94%,89%,99%,91%,98%,98%,95%,96%,-,-,-
2835,435,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
2839,436,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
2840,436,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
2841,436,Frequência,95%,81%,88%,78%,100%,93%,-,-,-,-,-,-
2842,436,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
2846,437,"Dias Letivos",200,200,200,200,200,200,200,200,-,-,-,-
2847,437,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,-,-,-,-
2848,437,Frequência,93%,96%,97%,96%,98%,99%,99%,99%,-,-,-,-
2849,437,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,-,-,-,-
2853,438,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
2854,438,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
2855,438,Frequência,100%,-,-,-,-,-,-,-,-,-,-,-
2856,438,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
2860,439,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
2861,439,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
2862,439,Frequência,100%,100%,92%,96%,100%,-,-,-,-,-,-,-
2863,439,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
2867,440,"Dias Letivos",-,-,-,-,200,200,-,-,-,-,-,-
2868,440,"Carga Horária",1640,1000,1353,1353,1000,1000,-,-,-,-,-,-
2869,440,Frequência,-,-,-,-,100%,98%,-,-,-,-,-,-
2870,440,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
2874,441,"Dias Letivos",-,200,200,200,200,200,200,-,-,-,-,-
2875,441,"Carga Horária",800,1000,1000,1000,1000,1000,1000,-,-,-,-,-
2876,441,Frequência,95%,99%,99%,94%,98%,96%,81%,-,-,-,-,-
2877,441,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
2881,442,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
2882,442,"Carga Horária",900,900,900,1000,1000,1000,1000,1000,1000,-,-,-
2883,442,Frequência,-,-,-,100%,99%,98%,86%,90%,92%,-,-,-
2884,442,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
2888,443,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
2889,443,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
2890,443,Frequência,100%,-,-,-,-,-,-,-,-,-,-,-
2891,443,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
2895,444,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
2896,444,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
2897,444,Frequência,-,-,-,-,96%,97%,94%,93%,93%,-,-,-
2898,444,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
2899,445,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
2900,445,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1042,1200,1200
2901,445,Frequência,100%,91%,96%,99%,99%,98%,90%,90%,95%,90%,99%,71%
2902,445,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
2906,446,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,-,-
2907,446,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1040,-,-
2908,446,Frequência,83%,97%,95%,97%,94%,96%,88%,79%,75%,75%,-,-
2909,446,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-
2913,447,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
2914,447,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
2915,447,Frequência,100%,99%,97%,99%,100%,98%,98%,96%,92%,-,-,-
2916,447,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
2920,448,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
2921,448,"Carga Horária",1000,1000,1000,-,-,-,-,-,-,-,-,-
2922,448,Frequência,99%,99%,20%,-,-,-,-,-,-,-,-,-
2923,448,"Resultado Final",AP,AP,TRAN,-,-,-,-,-,-,-,-,-
2927,449,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
2928,449,"Carga Horária",800,800,800,1000,1000,1000,-,-,-,-,-,-
